startupName,founderName,website,city
FLINTO,[],http://flinto.com,San Francisco
FLIPCLASS,['VINEET DWIVEDI'],http://www.flipclass.com/,Bangalore
FLYROBE,"['PRANAY SURANA', 'TUSHAR SAXENA', 'SHREYA MISHRA']",http://flyrobe.com/,Mumbai
FOOTPRINTS CHILDCARE,"['ASHISH AGGARWAL', 'RAJ SINGHAL', 'PURVESH SHARMA']",http://www.footprintseducation.in/,Haryana
FORTHEA INTERACTIVE MARKETING,[],http://www.forthea.com,Houston
FOURSEVEN,['REBEKKAH KUMAR'],http://www.fourseven.in,Gurgaon
FOURTH PARTNER ENERGY,"['SAIF DHORAJIWALA', 'VIVEK SUBRAMANIAN', 'VIKAS SALUGUTI']",http://fourthpartner.co/index.html,Hyderabad
FRAMEBENCH TECHNOLOGIES,"['VINEET MARKAN', 'ROHIT AGARWAL']",http://framebench.com,Pune
FRAMEBENCH,"['VINEET MARKAN', 'ROHIT AGARWAL']",http://framebench.com,Pune
FREEDOM SMART LABS LTD,['YOGESH HUJA'],http://www.freedomsmartlabs.com/,Gurgaon
FREEDOM,['BRADFORD STROH'],http://freedomfinancialnetwork.com,San Mateo
FRESHBOXX,['ROHAN KULKARNI'],http://www.freshboxx.in/,Hubli
FRESHMENU,['RASHMI DAGA'],http://freshmenu.com/,Bengaluru
FRESHNV,[],,
FRESHTOHOME,['SHAN KADAVIL'],http://www.freshtohome.com,Bangalore
FRESHWORLD,['RAJIV RAO'],http://www.freshworld.in/,Bangalore
FRILP,"['SENTHIL KANTHASWAMY', 'SHANMUGA ANANDARAMAN', 'ANISH DEENADAYALAN']",http://frilp.com,Chennai
FROYOFIT,[],http://froyofit.com,Indore
FRROLE,"['AMARPREET KALKAT', 'NISHITH SHARMA', 'ABHISHEK VAID']",https://frrole.ai,Bangalore
FRSH,['BADAL GOEL'],http://frsh.com/,Gurgaon
FULFIL,"['SHAROON THOMAS', 'RITUPARNA PANDA', 'TARUN BHARDWAJ', 'PRAKASH PANDEY']",https://www.fulfil.io/,Toronto
FUNDAMENTOR,"['BHARGAVI A.R', 'ANKUR VOHRA']",http://www.fundamentor.com/,Pune
FUNFINITY LEARNING SOLUTIONS,[],,Gurgaon
FXKART,['MUSHTAQ SHAH'],http://fxkart.com,Bengaluru
FYLE TECHNOLOGIES,"['YASHWANTH MADHUSUDAN', 'SIVARAMAKRISHNAN NARAYANAN']",http://www.fyle.in,Bengaluru
FYND,"['ALBERT TIRTOHADI', 'JACK LEOW']",http://www.getfynd.com,Singapore
GADGETWOOD ESERVICES,"['ANKIT SARAF', 'JAYANT JHA', 'ANMOL GUPTA']",http://www.gadgetwood.com/,New Delhi
GADGETWOOD,"['ANKIT SARAF', 'JAYANT JHA', 'ANMOL GUPTA']",http://www.gadgetwood.com/,New Delhi
GAIA SMART CITIES,"['BIPIN PRADEEP KUMAR', 'SUMIT D. CHOWDHURY']",http://www.gaiasmartcities.com/,Mumbai
GALLERI5 TECHNOLOGIES,"['RAHUL REGULAPATI', 'MOVIN JAIN']",https://galleri5.com,Bangalore
GALLERI5,"['RAHUL REGULAPATI', 'MOVIN JAIN']",https://galleri5.com,Bangalore
GAMEVEE,['JASON BRADICICH'],http://www.gamevee.com,San Francisco
GAMEZOP,"['YASHASH AGARWAL', 'ASHISH ANAND', 'GAURAV AGARWAL']",http://www.gamezop.co/,New Delhi
GAPOON,"['APOORVA MISHRA', 'ANKIT BINDAL', 'ANKITA ASAI']",http://www.gapoon.com,Bangalore
GARAGEPRENEURS INTERNET,['ROHIT BAGARIA'],http://budli.in,Bangalore
GCI VENTURE PARTNERS,[],,
GETVEE TECHNOLOGIES,"['NITIN GUPTA', 'NITIN GUPTA']",http://www.getvee.com,Noida
GETYANA,"['RAHUL GUPTA', 'AASHISH GUPTA', 'ANKIT SHARMA']",http://getyana.com/,Gurgaon
GIGSTART,"['ATIT JAIN', 'MADHULIKA PANDEY']",http://www.gigstart.com,New Delhi
GIJUTSU SOLUTIONS,['ADITYA JULKA'],http://www.inbiopro.com/,Bangalore
GINERGERCRUSH,"['SAUMYA NIDHI', 'RAJVI MAKOL']",http://www.gingercrush.com/,Vadodara
GINGR TECH,['MARK TRACY'],,Boulder
GINGR,"['HIMANSHU BAMORIA', 'SAGAR CHANDNA']",http://www.gingr.me,Gurgaon
GLADIRIS TECHNOLOGIES,[],http://www.spiderg.com,Pune
GLAM ONLINE,"['SADIYA NASEEM', 'DARAKHSHAN HUSAIN', 'FEEROZ KHAN']",http://www.glamstudios.in/,Noida
GLAM STUDIOS,"['SADIYA NASEEM', 'DARAKHSHAN HUSAIN', 'FEEROZ KHAN']",http://www.glamstudios.in/,Noida
GLASSBEAM,"['KUMAR MALAVALLI', 'PUNEET PANDIT']",http://www.glassbeam.com,Santa Clara
GLOBAL EDU4SHARE,[],,New Delhi
GOBUMPR,"['NANDHA KUMAR RAVI', 'KARTHIK VENKATESWARAN', 'SUNDAR NATESAN']",https://gobumpr.com,Mylapore
GODEL TECHNOLOGIES (JUSTDOC),"['ABHISHEK KUMAR', 'VIKASH SINGH', 'JUGAL ANCHALIA']",https://justdoc.com/,Bangalore
GODEL TECHNOLOGIES,"['ABHISHEK KUMAR', 'VIKASH SINGH', 'JUGAL ANCHALIA']",https://justdoc.com/,Bangalore
GOLDVIP TECHNOLOGY SOLUTIONS (CROWN-IT),['SAMEER GROVER'],https://crownit.in/,Haryana
GOLDVIP TECHNOLOGY SOLUTIONS,['SAMEER GROVER'],https://crownit.in/,Haryana
GOODBOX,"['CHARAN SHETTY', 'MOHIT MAHESHWARI', 'MAHESH HERLE', 'ANAND KELAGINAMANI', 'NITHIN CHANDRA', 'ABEY ZACHARIAH', 'MAYANK BIDAWATKA']",http://goodbox.in,Bengaluru
GOQII,['VISHAL GONDAL'],http://goqii.com,Menlo Park
GOYANO,"['GAURAV SINGH', 'NITIN SHARMA', 'GAURAV SINGH']",http://www.goyano.com/,Gurgaon
GRAB A GRUB SERVICES,"['JIGNESH PATEL', 'PRATISH SANGHVI', 'NISHANT VORA']",http://www.grab.in,Mumbai
GRAB,"['TAN HOOI LING', 'ANTHONY TAN']",https://www.grab.com/,Midview City
GRAVIKY,['NITESH KADYAN'],http://graviky.com,Bangalore
GRAY ROUTES INNOVATIVE DISTRIBUTION,"['SAPNA PATEL', 'SOUBHAGYA SAHOO']",http://www.grayroutes.in,Mumbai
GRAY ROUTES TECHNOLOGY,"['SAPNA PATEL', 'SOUBHAGYA SAHOO']",http://www.grayroutes.in,Mumbai
GREAT INDIAN NAUTANKI COMPANY,[],http://kingdomofdreams.in,New Delhi
GREENOPIA,"['DEVYANI JAIN', 'MAYUKHINI PANDE', 'MANI HK']",http://thegreenopia.com/,Bangalore
GREY ORANGE ROBOTICS,"['WOLFGANG HOELTGEN', 'AKASH GUPTA', 'SAMAY KOHLI']",http://www.greyorange.com/,Singapore
GREYMETER SERVICES,"['DHEERAJ ANAND', 'AMAN GARG', 'NINGNING NIUMAI']",http://greymeter.com,New Delhi
GREYMETER,"['DHEERAJ ANAND', 'AMAN GARG', 'NINGNING NIUMAI']",http://greymeter.com,New Delhi
GROWFITTER,['SANMATI PANDE'],http://www.growfitter.com/,Mumbai
GUIDDOO WORLD TRAVELS,"['PRASHANT CHOUDHARY', 'NIDHI VARMA', 'DARSHAN SHARMA', 'VINEET BUDKI']",http://www.guiddoo.com,Mumbai
GUIDDOO WORLD,"['PRASHANT CHOUDHARY', 'NIDHI VARMA', 'DARSHAN SHARMA', 'VINEET BUDKI']",http://www.guiddoo.com,Mumbai
GYMTREKKER FITNESS,[],http://www.olygo.in,New Delhi
HACKEREARTH,"['VIVEK PRAKASH', 'SACHIN GUPTA']",https://www.hackerearth.com,Bangalore
HANSEL SOFTWARE,"['VARUN RAMAMURTHY DINAKAR', 'PARMINDER SINGH', 'MUDIT KRISHNA MATHUR']",http://hansel.io/#/home,Bangalore
HANSEL,"['VARUN RAMAMURTHY DINAKAR', 'PARMINDER SINGH', 'MUDIT KRISHNA MATHUR']",http://hansel.io/#/home,Bangalore
HAPPY HAKKA,"['GAUTAM GHAI', 'KELLY DYER']",http://www.sourcefuse.com,Atlantic Beach
HAPPY HENS,"['JAY RENO', 'JAKE MALONE', 'SARAH BARTLEY']",http://happyanyhour.com,New York
HARNESS HANDITOUCH UK  LTD,[],https://uniobyharness.com,London
HASH EDUCATION,[],http://dfoeindia.com/,Bangalore
HASH,"['ALBERTO VERA', 'LUIS LOAIZA', 'MAYER MIZRACHI', 'JOSEPH MATALON']",http://www.hash.me,Miami
HASHCUBE,[],,
HASHLEARN,[],http://now.hashlearn.com/,Bangalore
HATCHERY SOFTWARE,"['RANJAN BAISAK', 'BANDITA BAISAK']",,Bangalore City
HAYGOT EDUCATION,['AYUSH GHOSH'],,
HEAD HELD HIGH SERVICES,"['SUNIL SAVARA', 'MADAN PADAKI', 'RAJESH BHAT']",http://head-held-high.org,Bangalore
HEADOUT,"['VARUN KHONA', 'SUREN SULTANIA', 'VIKRAM JIT SINGH']",https://www.headout.com,Mountain View
HEADSPIN INC,"['MANISH LACHWANI', 'BRIEN COLWELL']",http://www.headspin.io,Mountain View
HEAL,"['JASON SHAFTON', 'DR RENEE DUA', 'NICK DESAI']",http://www.getheal.com/,Century City
HEALTHEMINDS SOLUTIONS,['ANKITA PURI'],http://www.healtheminds.com/,Bangalore
HEALTHIFYME WELLNESS PRODUCTS AND SERVICES,"['SACHIN SHENOY', 'TUSHAR VASHISHT']",http://healthifyme.com/,Bangalore
HEALTHIFYME,"['SACHIN SHENOY', 'TUSHAR VASHISHT']",http://healthifyme.com/,Bangalore
HELLO CURRY,"['RAJU BHUPATI', 'SANDEEP PENMATSA']",http://hellocurry.in/,Hyderabad
HELLO TAX,['HIMANSHU KUMAR'],http://www.hellotax.co.in/user/index,New Delhi
HELPINGDOC,['AMIT BANSAL'],http://www.helpingdoc.com,New Delhi
HIGH CITY RETAIL,[],http://www.risingcity.co.in,Mumbai
HIKE,['KAVIN BHARTI MITTAL'],http://get.hike.in,New Delhi
HIPPILY TECHNOLOGY,"['PRAJAKT DEOLASEE', 'VISWANATH RAMACHANDRAN']",http://hippily.com/,Mumbai
HIPPILY,"['PRAJAKT DEOLASEE', 'VISWANATH RAMACHANDRAN']",http://hippily.com/,Mumbai
HIPPOCAMPUS LEARNING CENTRES,['UMESH MALHOTRA'],http://www.hlc.org.in,Bangalore
HIPSHIP,['ANKIT SETHIA'],https://www.hipship.com/,Bangalore
HIREE,"['ABHIJIT KHASNIS', 'MANJUNATH TALWAR']",https://hiree.com,Bangalore
HITWICKET,['KASHYAP REDDY'],http://hitwicket.com,Hyderabad
HMS-HOLDINGS,['HOLLY RIMMASCH'],http://www.hms.com,New York
HOLACHEF HOSPITALITY,"['ANIL GELRA', 'SAURABH SAXENA']",http://www.holachef.com/,Mumbai
HOLACHEF,"['ANIL GELRA', 'SAURABH SAXENA']",http://www.holachef.com/,Mumbai
HOLAMED HEALTHCARE TECHNOLOGIES,[],,
HOLIDIFY TRAVELS,"['SANKALP AGARWAL', 'SANCHIT GARG', 'PRABHAT GUPTA']",http://traveltriangle.com,Charlottesville
HOLIDIFY,['ROHIT SHROFF'],http://www.holidify.com,New Delhi
HOPNSCOTCH TECHNOLOGIES,[],http://seeksherpa.com,New Delhi
HORNTELL,['MOHIT MAMORIA'],http://horntell.com,Gurgaon
HOSTING-COM,[],http://www.hosting.com,Denver
HOTELSAROUNDYOU,"['HARSHA NALLUR', 'MOHSIN DINGANKAR', 'ANIMESH CHAUDHARY']",https://www.hotelsaroundyou.com,Mumbai
HOUSEJOY,"['ARJUN KUMAR', 'SUNIL GOEL']",http://www.housejoy.in/,Bengaluru
HOUSSUP SERVICES,"['HEMANT SINGH', 'RAGHAV MUNDRA', 'DEVENDRA BAGHEL', 'SAMEERA Y V S']",http://www.houssup.com/,Jaipur
HOUSSUP,"['HEMANT SINGH', 'RAGHAV MUNDRA', 'DEVENDRA BAGHEL', 'SAMEERA Y V S']",http://www.houssup.com/,Jaipur
HUGEFLY TECHNOLOGIES,"['DHRUV CHAUDHARI', 'AMIT CHAUDHARI']",http://hugefly.com/,Pune
HUNGAMA,[],http://www.hungama.org,Mumbai
HUNTSHIRE RECRUITMENT SOLUTIONS,[],http://www.huntshire.com,Bangalore
I7 NETWORKS,"['SACHIN SHELAR', 'MANJUNATH M GOWDA', 'CHANDRA SHEKAR', 'GEETA GOURI']",http://www.i7nw.com,Bangalore
IAUGMENTOR,"['ARINDAM SEN', 'ANKIT RUIA', 'SAMEER SIKKA', 'PRATIK MARWAH', 'SARVAGYA MISHRA']",https://www.iaugmentor.com/,Gurgaon
IBUS,[],,
IDEOPE MEDIA,[],http://www.serpholic.com,Gurgaon
IESOFT TECHNOLOGIES,['KANWALJEET SINGLA'],,Hyderabad
IGRENENERGI SEMICONDUCTOR,"['SUNIT TYAGI', 'JITEN APTE', 'SUJIT DEY', 'HEMANSHU BHATT']",http://www.igrenenergi.com/,Bangalore
IIMJOBS,[],http://www.iimjobs.net,
IKAAZ,['SOMA SUNDARAM'],http://ikaaz.com,Bangalore
IKURE TECHSOFT,['SUJAY SANTRA'],http://ikuretechsoft.com,Kolkata
IMAGEPROVISION,[],http://www.imageprovision.com/,Pune
IMAGINATE,['JEAN MATHEWS'],http://www.imaginate.in,Hyderabad
IMARTICUS-LEARNING,"['NIKHIL BARSHIKAR', 'SONYA HOOJA']",http://imarticus.org/,Mumbai
IMEDILANE,['SHAKTI ANAND'],https://imedilane.com,New Delhi
IMMERSION ONLINE SERVICES,[],,
INAYO,"['RAUNAK JAIN', 'ABHISHEK SINHA', 'PURNA CHANDRA PATRO']",http://www.inayo.in/,Mumbai
INCRED FINANCE,['BHUPINDER SINGH'],http://www.incred.com/,Mumbai
INDI,[],,
INDIALENDS,"['GAURAV CHOPRA', 'MAYANK KACHHWAHA']",https://indialends.com/,New Delhi
INDIANGIFTSPORTAL,[],https://www.igp.com,Mumbai
INDIFI TECHNOLOGIES,"['SUNDEEP SAHI', 'ALOK MITTAL', 'SIDDHARTH MAHANOT']",http://www.indifi.com/,Gurgaon
INDIFI,"['SUNDEEP SAHI', 'ALOK MITTAL', 'SIDDHARTH MAHANOT']",http://www.indifi.com/,Gurgaon
INDOFASH,"['PALLAVI MOHADIKAR', 'RAHUL GAYAKWAD']",http://www.indofash.com/,
INDULGE BEVERAGES,"['TUHIN JAIN', 'KUNAL BHAGAT']",http://bonhomiaworld.com/index.php,New Delhi
INFEEDO,[],,
INFINITE-ANALYTICS,"['PURUSHOTHAM BOTLA', 'AKASH BHATIA']",http://www.infiniteanalytics.com,Cambridge
INFINITY ASSURANCE SOLUTIONS,"['R.K. GOEL', 'PUNEET GARGYA']",http://www.infinityassurance.com/,New Delhi
INFINITY ASSURANCE,"['R.K. GOEL', 'PUNEET GARGYA']",http://www.infinityassurance.com/,New Delhi
INFOLINK HEALTH SERVICES  LTD,"['ZAINUL CHARBIWALA', 'UDAYAN DASGUPTA']",http://www.tricog.com,Bangalore
INFOMEDIA,[],http://www.ifartmobile.com,
INKMONK,"['ISAAC JOHN WESLEY', 'SURYA SANKAR']",https://inkmonk.com/,Chennai
INNER CHEF,['RAJESH SAWHNEY'],http://innerchef.com/,Gurgaon
INNER-CHEF,['RAJESH SAWHNEY'],http://innerchef.com/,Gurgaon
INNOV8,"['RITESH MALIK', 'SHAILESH GUPTA', 'SUMIT RANKA']",http://www.innov8.work/,New Delhi
INNOVACCER,"['KANAV HASIJA', 'ABHINAV SHASHANK', 'SANDEEP GUPTA', 'SANDEEP K GUPTA']",http://www.innovaccer.com,Palo Alto
INNOVAPPTIVE,"['SUNDEEP RAVANDE', 'HARI KAMINENI']",http://www.innovapptive.com/,Houston
INSIGHT-LABS,[],,
INSIGHTFUL LABS,"['OCTAV DRUTA', 'ANDREI SOARE', 'VLAD BERTEANU']",http://www.thesunnytrail.com,Vancouver
INSTABOUNCE,[],http://instabounce.in,New Delhi
INSTACAR,['ISHAN VYAS'],http://www.instacar.in,Indore
INSTAGO,"['ANMOL AHLAWAT', 'ANEESH SETH', 'NAKUL KHANNA']",http://www.instago.co.in,New Delhi
INSTALIVELY LIVESTREAMING,"['PRAKHAR KHANDUJA', 'KARTHIK VAIDYANATH']",http://www.instalively.com/,New Delhi
INSTALIVELY,"['PRAKHAR KHANDUJA', 'KARTHIK VAIDYANATH']",http://www.instalively.com/,New Delhi
INSTAOFFICE,['VIKAS LAKHANI'],http://www.officeplace.in,Gurgaon
INSTAPROC,['ANISH POPLI'],http://www.instaproc.com,Noida
INSTASAFE TECHNOLOGIES,"['PRASHANTH GURUSWAMY', 'DEEPAK PANIGRAHY', 'BIJU GEORGE', 'SANDIP PANDA']",http://www.instasafe.com/,Bangalore
INSTASAFE,"['PRASHANTH GURUSWAMY', 'DEEPAK PANIGRAHY', 'BIJU GEORGE', 'SANDIP PANDA']",http://www.instasafe.com/,Bangalore
INSTAVANS,"['VINAY GOYAL', 'SANJAY SHAH']",http://www.instavans.com,Bangalore
INTELLIGENT INTERFACES,"['ADAM CHEYER', 'CHRIS BRIGHAM', 'DAG KITTLAUS']",http://viv.ai/,San Jose
INTELLIGENT SHOPPRO,"['TOM GATTEN', 'PRASHANT MAJMUDAR']",http://growthintel.com,London
INTELLOCUT,"['BRATISH GOSWAMI', 'MANASIJ GANGULI', 'MAUSMI AMBASTHA', 'ABHISHEK SRIVASTAVA']",http://www.threadsol.com,Singapore
INTERVIEW MASTER,"['SUBRAMANIAN K', 'JOBIN JOSE', 'TOM JOSE']",http://www.interviewmaster.in,Bangalore
INTGREA PARTNERS,[],https://www.intgrea.com/,San Jose
INTHREE ACCESS,['RAMANATHAN RAMACHANDRAN'],http://inthreeaccess.com/,Chennai
INTRUO TECHNOLOGIES,"['MOHIT GOEL', 'NALIN SALUJA', 'NALIN SALUJA']",http://www.supplified.com,Delhi
INTUITENT ONLINE VENTURE,"['OJAL SUTHAR', 'MILLIN PANWAR']",http://www.gozopping.com,Udaipur City
INVENTION LABS,[],http://inventionlabs.in,Chennai
INVENTRYX SYSTEMS,"['BABU JAYARAM', 'SUDHI SHESHACHALA']",https://www.b2bsphere.com,Bangalore
INVENZONE,"['VINAY KUMAR SANKARAPU', 'DEEKSHITH MARLA']",http://www.invenzone.com/,Mumbai
INVESTMENTYOGI,"['MAMTHA BANERJEE', 'SANJAY JOSHI']",http://www.investmentyogi.com,Hyderabad
ISERVE,"['DIPAK SAMANTA', 'RAHUL BHAIK', 'KRISHNA IYER', 'SASANKA PANDA']",http://www.iservefinancial.com/,Pune
ISERVICES,['ANKIT CHOWDHARY'],http://iservice.hr/,Zagreb
ISTYLEYOU,"['AMIT KEJRIWAL', 'PALLAV MODI', 'VINAYAK KHANIJO']",http://istyleyou.in/,Gurgaon
ITRAVELLER TECHNOLOGIES,"['RACHNA KALRA', 'SHIJU RADHAKRISHNAN', 'NISANTH KUMAR']",http://itraveller.com,Bangalore
ITRAVELLER,"['RACHNA KALRA', 'SHIJU RADHAKRISHNAN', 'NISANTH KUMAR']",http://itraveller.com,Bangalore
JAYPORE E-COMMERCE,"['DEAP UBHI', 'AARTI JESRANI', 'SHILPA SHARMA', 'PUNEET CHAWLA']",http://www.jaypore.com,New Delhi
JETSETGO,"['SUDHEER PERLA', 'KANIKA TEKRIWAL']",http://jetsetgo.in/,New Delhi
JHAKAAS TECHNOLOGIES,"['JEETENDRA SANJEEVA', 'BHARAT MANDOT']",https://www.jhakaas.co/,Mumbai
JIGSAW ACADEMY,"['GAURAV VOHRA', 'SARITA DIGUMARTI']",http://jigsawacademy.com,Bangalore
JIYO NATURAL,"['RAJESH SINGH', 'GAURAV BHALOTIA', 'SUNANDINI SHARMA']",http://www.jiyonatural.com/,Bangalore
JOBSPIRE TECHNOLOGIES,['SANDEEP AGGARWAL'],http://www.droom.in,Gurgaon
JOBSPIRE,['VARUN MAYYA'],http://jobspire.net/,Bengaluru
JOEHUKUM,['AJEET SINGH KUSHWAHA'],http://www.gogetspeedy.com/,Gurgaon
JOLLY FOOD FELLOW,"['NIRAJ HARLALKA', 'RAJIV SHARMA']",http://www.jollyfoodfellow.com/,Ahmedabad
JOOGNU,"['ANIRVAN DAM', 'LOVEKESH SHARMA', 'PALLAVI DAM']",http://www.joognu.com,Ahmedabad
JOOLZ,['ARNAUD LORIE'],http://joolz.in/,Mumbai
JOYBYNATURE,['SHAILESH MEHTA'],http://www.joybynature.com/,New Delhi
JOYWING-TECH,"['HARRY HU', 'ROBIN GONG']",http://www.joywing.cc/,New York
JUGGERNAUT,"['DURGA RAGHUNATH', 'CHIKI SARKAR']",http://www.nextjuggernaut.com,San Francisco
JUSPAY,['VIMAL KUMAR'],https://juspay.in/#page-top,Kormangala
JUSTCHALO TECHNOLOGIES,[],,
JUSTDOC,"['ABHISHEK KUMAR', 'VIKASH SINGH', 'JUGAL ANCHALIA']",https://justdoc.com/,Bangalore
JUSTLIKENEW,"['AJIT PANIGRAHI', 'RAHUL AGARWAL']",http://www.justlikenew.in/,Hyderabad
JUSTRIDE,"['VASANT VERMA', 'ABHISHEK MAHAJAN', 'AMIT SAHU', 'ASHWARYA SINGH', 'VASANT VERMA']",http://justride.in/,Bengaluru
KAALBI TECHNOLOGIES,[],,
KAARYAH LIFESTYLE SOLUTIONS,[],http://www.kaaryah.com/,Gurgaon
KARMACIRCLES,['DEEPAK GOEL'],http://www.karmacircles.com/,Fremont
KETTO ONLINE VENTURES,"['KUNAL KAPOOR', 'VARUN SHETH', 'ZAHEER ADENWALA']",http://ketto.org,Mumbai
KETTO,"['KUNAL KAPOOR', 'VARUN SHETH', 'ZAHEER ADENWALA']",http://ketto.org,Mumbai
KHEL NOW,['DHRUV RATRA'],https://khelnow.com/,New Delhi
KICKSTART HUMAN CAPITAL SOLUTIONS,"['SAMRIDDHI MALHOTRA', 'ABHISHEK SRIVASTAVA']",http://www.kickstartjobs.in,Gurgaon
KICKSTART JOBS,"['SAMRIDDHI MALHOTRA', 'ABHISHEK SRIVASTAVA']",http://www.kickstartjobs.in,Gurgaon
KIDSWIDS,['CASSEY XU'],http://www.usbpromos.com,Shenzhen
KLEVERKID,['SHABNAM AGGARWAL'],http://kleverkid.in/,Delhi
KLIP,"['ANDRES SUSI', 'ALAIN ROSSMANN']",http://www.klip.com,Palo Alto
KLONEWORLD,"['AJAY SHARMA', 'GURJIT SIDHU']",https://www.kloneworld.com/,Singapore
KOBSTER,"['VINEET NEERAJ', 'KARTHIK RAMAIAH']",http://www.kobster.com,Chennai
KOCHI POST,['RAGHUL SUDHEESH'],http://www.kochipost.com/,Kochi
KOLABRO,[],http://kolabro.com,Gurgaon
KONCIERGEMD,[],http://www.konciergemd.com/,Newtown Square
KRIEDA SOLUTIONS,['ADITYA JULKA'],http://www.inbiopro.com/,Bangalore
KRYPTON PROJECT INC,['ARUN RAMAKRISHNAN'],http://www.kryptoncloud.com,San Francisco
KRYPTONCLOUD,['ARUN RAMAKRISHNAN'],http://www.kryptoncloud.com,San Francisco
KWENCH GLOBAL TECHNOLOGIES,[],,Mumbai
LABINAPP TECHNOLOGY,"['VINAYAK HULABUTTI', 'GIRISH SHIRIGANNAVAR', 'PRAMOD RAMDURG', 'PAVAN SHINDE']",http://labinapp.com/,Hubli
LAWRATO,[],http://lawrato.com/,New Delhi
LEAF INNOVATION,"['AVINASH BANSAL', 'AYUSH BANKA', 'CHIRAAG KAPIL', 'MANIK MEHTA', 'PARAS BATRA']",https://leafwearables.com,New Delhi
LEAF WEARABLES,"['AVINASH BANSAL', 'AYUSH BANKA', 'CHIRAAG KAPIL', 'MANIK MEHTA', 'PARAS BATRA']",https://leafwearables.com,New Delhi
LEAF-4,"['JONATHAN (YONI) OFIR', 'ERAN MORDECHAY']",http://www.getleaf.co/,Tel Aviv
LEARNING EDGE ACADEMY,[],,
LEGAL RAASTA TECHNOLOGIES,"['PULKIT JAIN', 'KANIKA GUPTA', 'HIMANSHU JAIN']",https://www.legalraasta.com,New Delhi
LEGALRAASTA,"['PULKIT JAIN', 'KANIKA GUPTA', 'HIMANSHU JAIN']",https://www.legalraasta.com,New Delhi
LEGISTIFY SERVICES,['AKSHAT SINGHAL'],https://www.legistify.com,Noida
LEGISTIFY,['AKSHAT SINGHAL'],https://www.legistify.com,Noida
LEMON LEAF,"['RISHUBH KHURANA', 'SANKALP CHANDHOK', 'PUNEET GULATI', 'PRAVEEN KUMAR']",http://lemonleaf.in/,Delhi
LENDEN CLUB,"['RENAUD LAPLANCHE', 'JOHN DONOVAN']",https://lendingclub.com,San Francisco
LETS SERVICE AUTOMOTIVE TECHNOLOGIES,"['SACHIN RADDER', 'SACHIN VASANTH SHENOY', 'GIRISH G']",http://letsservice.in/#/,Bangalore
LETS SERVICE,"['SACHIN RADDER', 'SACHIN VASANTH SHENOY', 'GIRISH G']",http://letsservice.in/#/,Bangalore
LETSMD,['PRAKHAR GUPTA'],http://letsmd.com/,New Delhi
LETSVENTURE,[],,Shanti Mohan
LEXCOMPLY,"['GAURAV JAIN', 'THOMAS ABRAHAM', 'POOJA AGGARWAL']",https://lexcomply.com,New Delhi
LICIOUS,"['ABHAY HANJURA', 'VIVEK GUPTA']",http://www.licious.in,Bengaluru
LIFCARE,[],http://www.lifecare.com,Shelton
LIFTO,['VIKESH AGARWAL'],http://lifto.in/,Mumbai
